userId,movieId,rating,timestamp
29,8,3.2,1699724666
38,17,2.7,1657384292
19,10,2.8,1579130478
27,10,4.3,1645777578
4,19,3.0,1715362778
41,13,2.3,1722946966
48,18,2.0,1700378560
24,1,1.7,1644152031
40,18,4.5,1610273513
26,5,1.2,1623023085
2,4,1.1,1672349486
12,5,2.0,1726242332
47,5,3.0,1691579095
48,14,1.4,1579321011
1,10,1.4,1641288289
41,20,1.7,1701865426
34,15,1.1,1673873141
10,8,2.8,1587586736
43,10,4.5,1596846746
21,3,2.9,1699648468
14,5,4.8,1655788630
24,15,2.1,1662723756
2,12,2.1,1720468386
40,5,3.1,1671443025
5,5,0.7,1593887589
16,9,2.0,1644270642
44,5,4.8,1651359281
30,16,1.3,1687066316
3,4,2.6,1640513740
39,10,2.7,1735266722
21,3,3.9,1578099896
25,9,2.5,1726669709
42,8,0.7,1660650294
42,7,2.8,1608917356
30,13,3.3,1662267143
8,14,3.6,1597377517
5,3,3.1,1707654685
31,13,0.5,1644943626
26,18,4.9,1610556688
27,3,4.5,1703722502
16,14,2.2,1593234128
26,1,1.5,1707172436
41,19,4.7,1667514852
40,13,4.3,1646415966
44,7,1.7,1633565300
36,12,2.2,1641811920
16,12,1.4,1640111649
24,6,4.6,1699125333
46,7,4.6,1691368778
29,18,3.6,1686860640
50,12,4.7,1630830129
16,18,2.5,1618483901
8,14,3.4,1630300549
35,6,2.8,1648068468
30,5,4.4,1666442048
11,8,3.6,1653606091
28,5,3.6,1613141104
20,7,3.5,1584483618
18,15,1.6,1592433257
31,8,3.0,1734268452
15,10,0.7,1671658142
30,19,4.0,1600593080
6,19,1.7,1734359576
31,18,2.3,1697791287
6,18,1.7,1667180145
44,1,2.4,1731658947
6,11,1.6,1611864019
17,12,3.4,1616670310
44,2,3.0,1718632119
28,4,2.9,1713402050
37,13,4.8,1724085621
12,7,4.7,1611688826
15,10,1.5,1653476385
8,4,4.9,1643634906
44,15,1.5,1720565015
15,1,3.9,1708244349
12,13,1.2,1693675695
20,2,3.3,1712117578
4,14,2.0,1680730167
22,9,2.8,1681903829
2,20,3.0,1629154233
39,13,3.0,1649578779
30,10,1.4,1591717621
45,6,3.8,1607796839
19,14,2.7,1679393472
48,16,4.5,1590754661
14,11,4.7,1597321502
3,5,3.4,1673133682
31,14,2.5,1639772853
28,8,4.2,1632628012
42,16,1.3,1600659090
12,18,2.4,1710302561
5,9,2.0,1700744467
31,15,1.3,1601108020
9,13,3.4,1632887358
38,12,1.6,1726923428
42,6,4.7,1691629813
36,7,1.4,1605284731
21,19,2.1,1643588293
28,5,2.2,1668814414
18,17,4.8,1626973183
34,15,3.9,1618830195
7,20,4.3,1660849443
29,17,1.7,1678363962
38,2,4.1,1584782317
7,5,1.0,1677256765
42,8,3.8,1665587326
24,3,1.4,1716326879
33,3,4.4,1616895358
34,6,0.6,1671339630
41,14,3.7,1617204682
39,4,2.4,1614309667
15,17,2.9,1668148559
9,12,0.6,1704280656
47,17,3.9,1722000771
43,4,0.7,1593012837
28,16,2.5,1711551871
32,13,1.1,1677355026
3,4,1.0,1683198722
40,12,2.2,1689586631
30,7,0.7,1584311759
9,1,2.5,1663785583
48,9,4.8,1721345282
41,15,1.7,1610818240
13,11,4.5,1728421357
6,11,1.4,1613582355
22,14,2.7,1594832160
22,3,1.2,1715529033
35,11,2.5,1696820717
29,18,2.6,1599657171
36,12,0.9,1577979158
27,10,3.1,1617814614
19,8,3.6,1727748086
39,10,4.8,1649094055
15,9,2.0,1687730186
45,19,3.4,1654228752
27,11,3.0,1724328531
7,1,4.3,1732887724
21,17,2.8,1704912176
37,9,2.8,1584525492
46,20,3.2,1647143953
10,13,2.2,1581168334
25,10,1.2,1674841323
34,20,3.1,1588236317
27,15,1.3,1602916006
32,4,2.4,1696289371
6,6,4.0,1596446073
32,8,4.9,1641492443
12,6,1.7,1695804398
23,4,3.3,1649060806
23,9,2.9,1685524225
27,2,1.3,1732784211
35,6,4.5,1598693864
42,10,2.9,1724134328
23,6,4.0,1581897733
28,3,3.3,1704603903
7,8,1.3,1734001403
28,6,1.4,1677456496
2,8,1.7,1653643324
1,1,4.1,1673227397
18,4,2.6,1710842723
31,1,4.1,1699130431
4,3,2.2,1608185370
6,17,4.1,1585259660
26,18,1.5,1609926094
13,11,0.9,1710165919
50,19,1.3,1637922518
21,15,4.9,1720404281
18,18,2.5,1678614841
50,14,3.0,1599842260
15,5,4.5,1638378064
16,4,2.4,1669013972
20,9,4.5,1734818292
39,8,3.6,1685949449
39,5,4.7,1645451080
21,14,2.7,1713513678
2,15,2.7,1718175274
8,8,2.2,1643934346
3,14,4.3,1644523249
36,4,2.0,1577847389
7,15,3.6,1641683078
10,14,0.5,1682730282
39,11,1.4,1728225465
29,4,2.8,1714946799
49,8,3.1,1708068290
12,11,0.6,1626718869
27,16,1.9,1603868958
37,11,0.8,1637860858
26,18,3.3,1726180130
13,20,4.7,1723948919
26,1,2.0,1635232942
14,12,2.3,1628129763
47,4,2.9,1621585941
8,14,4.2,1589890006
48,20,4.9,1636695993
50,16,1.6,1588489021
42,2,0.8,1673643634
41,15,3.5,1587262928
26,17,2.8,1650992012
6,11,1.4,1693864861
11,12,4.0,1670304886
33,11,3.5,1585548119
48,16,4.0,1679675276
1,13,4.2,1632795192
3,20,2.2,1590919615
11,13,1.3,1620211892
39,2,4.6,1728571339
7,2,4.0,1603519368
43,9,1.5,1638807556
36,14,4.6,1674338160
19,13,2.1,1671884633
2,11,4.7,1679912625
1,6,0.6,1591554377
18,8,4.4,1618157939
8,9,3.9,1602460924
23,10,1.3,1613328793
47,13,1.0,1709471767
43,6,3.6,1662138328
45,19,3.6,1690040125
32,19,3.3,1622457685
14,2,2.4,1667984611
37,19,3.3,1592425571
47,11,1.5,1624815893
33,9,4.1,1703205514
50,7,2.8,1586247476
16,9,2.7,1733759486
2,15,4.4,1582678029
3,1,2.9,1730149520
6,17,3.6,1664268193
6,15,2.0,1611501934
29,10,1.3,1615321704
38,9,1.3,1653325971
22,10,2.4,1675729429
41,1,2.9,1604844166
4,3,3.6,1719425289
42,16,1.4,1659744622
34,8,0.5,1628098668
15,17,3.2,1647870774
9,19,1.6,1587802085
13,1,3.5,1635162733
5,15,1.2,1734899899
17,10,0.8,1600187036
21,6,4.5,1616087938
45,6,3.1,1589829807
30,1,0.7,1682325144
19,18,0.6,1683138855
19,18,1.1,1663563062
6,9,3.0,1703553080
12,2,3.7,1641309682
19,8,4.0,1629213544
7,9,4.2,1590891481
34,1,4.3,1582694343
26,10,2.3,1655673976
38,3,4.1,1637034607
28,10,2.5,1625887320
43,9,4.0,1647617708
33,14,3.1,1607059467
26,7,4.8,1661705945
19,12,1.2,1728059604
10,4,3.6,1578250243
26,20,2.2,1690277125
16,4,3.4,1613161761
15,2,3.8,1702298702
19,11,3.7,1640259169
7,18,3.5,1638591490
45,13,0.9,1704457371
46,20,2.0,1697499663
23,6,2.6,1713435403
31,7,4.2,1641124380
22,15,3.4,1604482905
32,15,2.0,1628509773
46,1,2.7,1608543633
50,18,2.1,1666256623
1,8,3.7,1645421973
26,16,3.3,1634050192
32,18,4.4,1703461754
27,15,3.0,1733808243
47,19,1.5,1648893702
23,17,4.4,1598038659
47,12,0.6,1656214883
9,16,4.4,1637912265
47,2,2.3,1610409420
20,18,3.7,1707425034
42,4,3.5,1688572496
2,7,4.0,1578137120
19,3,4.7,1619764440
38,17,3.1,1667449277
21,7,2.2,1723467709
1,8,3.7,1610640287
50,17,4.7,1723339656
19,16,4.6,1686660901
49,20,2.4,1713113291
25,7,2.7,1682516912
46,3,4.5,1658290822
23,15,1.0,1689840762
2,11,3.5,1666672510
25,16,1.5,1649849950
40,10,0.9,1626495224
12,8,4.4,1659006507
46,6,5.0,1582755713
13,4,0.7,1587484078
31,14,4.7,1598166198
17,14,3.6,1717599159
31,3,1.1,1635953109
48,7,3.2,1595408649
6,20,3.3,1621448054
33,18,3.4,1616274390
21,9,0.6,1597798897
36,14,4.3,1709959890
18,16,1.3,1719003212
19,9,4.4,1726541418
37,18,2.1,1686575070
30,3,4.9,1652484571
36,17,2.1,1611849925
22,19,2.3,1653045992
21,11,3.2,1612076592
48,16,3.3,1597595262
29,12,4.0,1710008029
48,6,1.5,1711079421
27,8,5.0,1664839143
31,11,2.8,1604483368
13,19,0.9,1700554277
4,6,1.8,1596226689
19,10,1.8,1600902368
37,1,4.3,1629640299
31,12,0.9,1732861580
25,1,2.7,1646472007
6,9,1.7,1640861542
37,10,3.6,1705558867
21,16,3.4,1583134147
10,10,1.8,1695212334
7,14,4.3,1667417568
27,8,2.2,1614136326
7,5,2.1,1585310333
9,10,3.5,1673351799
43,6,2.1,1724504940
40,3,2.7,1587276326
19,17,3.3,1679670374
22,16,3.5,1707134857
3,12,2.9,1677148729
34,17,4.7,1695689570
22,4,4.6,1674671547
23,3,4.8,1592798003
16,17,4.9,1718438821
32,8,1.5,1680020937
44,6,3.8,1728560743
23,6,4.0,1607132355
30,6,0.7,1609316469
12,15,2.9,1639429499
3,17,4.0,1665738259
34,15,2.1,1587038737
9,1,2.7,1602171654
48,14,4.9,1722293754
29,19,2.4,1687377455
8,4,4.5,1580852780
40,16,2.5,1686440122
32,16,4.9,1654900837
28,8,3.4,1711484012
47,10,0.5,1699419401
32,16,4.0,1734041261
8,10,2.2,1593825113
12,9,3.7,1672341719
35,10,4.0,1703661248
50,3,3.7,1662417913
45,9,4.0,1705220450
27,15,3.9,1696414595
17,3,1.7,1622273136
50,16,0.9,1707073458
21,4,3.1,1646699847
47,14,2.7,1652093406
6,17,1.3,1661936036
14,17,3.5,1712953559
13,19,1.5,1645989417
8,18,2.9,1690495395
50,7,1.3,1586452370
38,6,2.6,1655106127
1,4,2.0,1605563561
3,1,4.9,1596631576
14,8,1.0,1579605634
5,11,2.8,1621339338
40,16,3.8,1735441415
43,14,0.6,1690139606
31,4,1.8,1723773054
14,10,2.3,1687401896
26,7,1.6,1704134466
49,10,2.7,1660432863
43,2,1.3,1630091098
2,2,4.7,1641739464
8,16,1.2,1730367689
9,6,4.3,1635495109
41,3,0.7,1614744391
18,17,2.8,1729454421
22,11,0.6,1700508550
35,19,3.3,1730888858
12,17,3.0,1584830211
45,14,2.3,1701392908
14,8,3.2,1605264748
30,1,3.3,1631468155
48,9,4.6,1660539917
48,19,4.6,1696434965
9,10,3.5,1684704637
33,11,2.4,1605077143
22,10,3.9,1662279656
17,16,1.4,1701856203
22,12,2.6,1666335163
8,4,1.6,1590466542
19,13,4.5,1638193245
22,20,2.1,1718002508
30,1,4.3,1623121294
25,4,4.8,1686318979
4,9,3.2,1671054163
50,8,1.0,1654336543
6,7,4.4,1595282807
47,11,4.0,1663996364
17,7,3.1,1682620033
11,19,0.8,1646396107
4,18,2.4,1705560620
22,4,4.2,1677768173
10,20,3.0,1598752576
50,15,0.8,1719462365
33,10,2.8,1708499148
35,17,2.3,1715210981
19,5,0.9,1677256987
29,9,2.3,1690757201
6,15,4.1,1612206000
43,19,3.0,1723622163
18,6,2.6,1614342793
3,7,0.6,1633915130
2,1,2.7,1654381157
27,4,4.3,1682171629
24,5,2.6,1691243278
35,10,2.5,1593610591
42,6,0.9,1660223086
10,6,3.3,1683808296
19,11,3.3,1674695011
1,11,1.8,1698000850
8,2,4.0,1667172362
4,6,0.7,1666290720
27,7,4.3,1704724612
40,4,0.6,1670818766
31,1,4.9,1666613836
12,15,3.1,1631484992
4,17,0.9,1726547745
33,15,3.7,1659955260
30,1,4.6,1726332217
16,9,1.9,1636256859
31,15,2.7,1605702351
5,4,1.3,1672561413
25,3,4.6,1580890692
13,12,1.5,1669361371
6,15,1.8,1712723331
29,1,1.7,1664350448
47,13,1.9,1658036178
34,4,3.2,1669956356
11,17,1.8,1612917699
34,6,1.6,1608481487
46,8,1.2,1644513639
11,16,4.1,1599973327
5,13,2.5,1650833236
41,17,2.8,1664078955
23,13,3.8,1589797998
12,4,4.1,1653229519
34,11,1.2,1700690194
40,1,0.5,1647169786
38,17,2.2,1654532720
43,10,3.5,1620863308
3,3,1.9,1617349300
31,11,3.1,1595505926
44,2,2.5,1587362200
43,7,4.9,1715830519
15,9,3.7,1677309573
32,19,2.5,1720406498
28,6,3.2,1686679021
22,20,2.7,1660806421
26,20,3.6,1697406954
5,7,4.2,1632644692
10,4,2.1,1721385303
29,12,1.3,1701673129
46,12,2.7,1638999238
28,14,4.0,1656460734
19,12,4.9,1614492264
11,1,2.9,1638287329
46,1,0.9,1662552307
44,1,2.0,1615484399
47,17,3.0,1636403771
36,14,5.0,1609615494
37,7,1.8,1658135121
23,3,4.3,1716870265
9,1,1.3,1589689077
43,10,2.6,1587505132
20,3,1.2,1725986661
34,16,2.8,1634275605
29,17,2.5,1623808615
21,20,0.9,1668103597
44,20,2.9,1629777079
19,2,2.6,1728315055
38,12,2.8,1627235906
18,16,4.5,1613943865
13,10,3.1,1657406803
30,9,1.8,1641879046
7,6,4.1,1675263407
36,17,1.0,1657490596
5,4,3.9,1712136720
35,19,1.6,1699258588
1,3,0.6,1707236590
6,18,4.7,1721079364
5,4,4.0,1700718215
17,8,1.9,1686033425
49,18,4.8,1637592835
16,12,1.2,1679492157
3,3,1.8,1628511756
41,8,3.8,1605692060
6,6,3.8,1617935573
14,15,4.1,1671189697
27,17,3.1,1709565861
42,10,4.3,1627811810
22,2,0.5,1689162615
16,7,4.1,1592505193
27,13,3.4,1647315304
30,15,4.8,1603191970
44,15,2.8,1579703863
28,4,2.4,1718297032
40,16,3.1,1684930280
33,8,2.5,1677044073
37,1,1.4,1679087007
41,1,3.1,1684219733
50,20,4.4,1730644693
7,1,2.7,1727762336
2,7,4.4,1728258795
44,6,0.7,1702143778
28,18,0.6,1731028356
3,11,2.9,1673921718
3,10,2.1,1655727638
38,2,1.7,1592622808
40,1,4.0,1733401091
48,4,0.7,1705773546
24,12,1.7,1650255824
49,16,2.2,1661279579
31,16,4.1,1610015348
28,19,1.1,1661780772
37,4,3.4,1627786626
35,6,0.9,1586620664
22,20,1.1,1714837290
12,19,2.1,1600714800
48,15,3.4,1724186557
21,19,0.5,1629884282
50,1,5.0,1610865063
18,18,3.7,1687016261
8,3,0.9,1707106162
12,18,3.2,1645671128
7,11,0.9,1721730674
25,18,3.7,1648224961
48,16,2.8,1581296880
42,20,2.8,1678424752
23,2,1.8,1704007748
21,11,2.0,1655983518
32,2,2.2,1674079253
41,5,1.6,1648753147
36,15,1.6,1651487692
41,15,0.7,1600096708
21,7,4.5,1638705503
32,10,2.0,1631054574
48,10,4.9,1618787673
7,12,2.3,1707022008
48,8,3.3,1607702115
12,18,1.3,1686270896
41,6,1.3,1629760105
6,1,1.4,1646661845
7,17,1.4,1680206319
37,11,4.7,1587021092
22,18,2.4,1720895172
10,8,1.5,1649581461
46,13,1.2,1709154910
16,12,0.9,1681981884
14,18,3.5,1698243055
